,US_GDP,US_PCE,US_CPI,US_CPI2,US_IP,EA_GDP,EA_PCE,EA_HICP,EA_IP,CH_GDP,CH_PCE,CH_CPI,CH_IP,UK_GDP,UK_PCE,UK_CPI,UK_CPI2,UK_IP,EUR_USD,USD_CNY,GBP_USD,GBP_CNY,EUR_CNY,EUR_GBP,USD_EUR,CNY_USD,USD_GBP,CNY_GBP,CNY_EUR,GBP_EUR
1991-05-01,,,5.034856700232382,5.222445891,61.0587,,,,,,,3.6,,,,7.5,5.496630000000001,76.4613,,5.3257,1.7238,,,,,0.18776874401487129,0.580113702285648,,,
1991-06-01,,,4.695919938414161,4.934653949,61.5514,,,,,,,4.4,,,,7.7,5.366046,76.67194,,5.3667,1.6497,,,,,0.18633424637114057,0.6061708189367764,,,
1991-07-01,10080.195,6413.521,4.367816091954024,4.713410392,61.7201,,,,80.1599866677777,,,4.7,,262371.5,,7.5,4.886214,76.04002,,5.3693,1.6513,,,,,0.18624401691095674,0.6055834796826742,,,
1991-08-01,,,3.7993920972644313,4.393094508,61.7289,,,,,,,4.9,,,,7.5,4.285343,75.19747,,5.3725,1.6841,,,,,0.18613308515588647,0.5937889674009857,,,
1991-09-01,,,3.396226415094339,4.443594793,62.2369,,,,,,,4.5,,,,6.9,4.213531,75.30279,,5.3869,1.7265,,,,,0.18563552321372218,0.5792064871126557,,,
1991-10-01,10115.329,6410.312,2.8485757121439192,4.288991989,62.1718,,,,80.9932505624531,,,4.8,,262827.3,,6.5,3.841618,76.25066,,5.3917,1.7231,,,,,0.18547025984383403,0.5803493703209331,,,
1991-11-01,,,3.0665669409125185,4.34967757,62.0894,,,,,,,4.4,,,,6.5,4.2689900000000005,76.4613,,5.3994,1.7796,,,,,0.18520576360336333,0.5619240278714318,,,
1991-12-01,,,2.980625931445613,4.346967664,61.806,,,,,,,4.5,,,,6.5,4.324217,76.14534,,5.4232,1.8272,,,,,0.18439297831538576,0.5472854640980735,,,
1992-01-01,10236.435,6530.335,2.672605790645899,4.052308746,61.4823,,,,81.8265144571286,3556377.75,4974236.19211134,5.5,,262846.3,,6.2,4.0643910000000005,76.14534,,5.4618,1.809,,,,,0.18308982386758943,0.552791597567717,,,
1992-02-01,,,2.8189910979228294,3.861765064,61.9192,,,,,,,5.3,,,,6.3,3.960817,76.56661,,5.4776,1.7778,,,,,0.18256170585657952,0.5624929688378895,,,
1992-03-01,,,3.189910979228472,3.975844252,62.4403,,,,,,,5.3,,,,6.2,3.717866,76.25066,,5.4871,1.7238,,,,,0.1822456306610049,0.580113702285648,,,
1992-04-01,10347.429,6574.665,3.1828275351591495,4.066438773,62.9199,,,,80.659945004583,,,7.1,,262536.1,,5.2,4.64992,76.77725,,5.5098,1.7566,,,,,0.18149479109949543,0.5692815666628714,,,
1992-05-01,,,3.0235988200590036,3.926410529,63.1268,,,,,,,4.7,,,,5.1,4.745573,75.19747,,5.5182,1.8095,,,,,0.181218513283317,0.5526388505111909,,,
1992-06-01,,,3.0147058823529305,3.860188559,63.1624,,,,,,,4.8,,,,4.6,4.467721,75.9347,,5.4893,1.8551,,,,,0.18217259031206165,0.5390544984097893,,,
1992-07-01,10449.673,6645.14,3.1571218795888534,3.769367667,63.7348,,,,78.6934422131489,,,5.2,,264208.2,,4.5,4.4324,76.67194,,5.4564,1.9177,,,,,0.18327102118613003,0.5214579965583772,,,
1992-08-01,,,3.0746705710102518,3.628120085,63.3802,,,,,,,5.8,,,,3.7,4.426631,76.56661,,5.4417,1.9434,,,,,0.18376610250473197,0.5145621076463929,,,
1992-09-01,,,2.9927007299270114,3.349237754,63.5834,,,,,,,7.5,,,,3.7,4.314182,77.09321,,5.5048,1.8465,,,,,0.18165964249382355,0.5415651232060655,,,
1992-10-01,10558.648,6724.342,3.279883381924198,3.6359146,64.0178,,,,77.4268810932422,,,7.9,,266048.6,,3.5,4.189072,77.93575,,5.5486,1.6529,,,,,0.1802256425044155,0.6049972775122512,,,
1992-11-01,,,3.1204644412191396,3.629469745,64.2628,,,,,,,8.2,,,,3.3,3.586529,76.88257,,5.6134,1.5268,,,,,0.17814515267039582,0.6549646319098769,,,
1992-12-01,,,2.966714905933454,3.478262556,64.3599,,,,,,,8.8,,,,3.2,2.83445,76.77725,,5.8106,1.551,,,,,0.17209926685712318,0.6447453255963894,,,
1993-01-01,10576.275,6750.123,3.2537960954446943,3.528455109,64.6135,,,,76.2269810849096,3920962.75,5616915.75718508,10.3,,267973.1,,3.0,1.770461,76.88257,,5.7796,1.5325,,,,,0.17302235448819986,0.6525285481239804,,,
1993-02-01,,,3.2467532467532534,3.561853788,64.9262,,,,,,,10.8,,,,3.1,1.823107,77.93575,,5.7874,1.4395,,,,,0.17278916266371774,0.6946856547412296,,,
1993-03-01,,,3.0194104960460155,3.334428143,64.8627,,,,,,,12.2,,,,3.2,1.8117,77.30384000000001,,5.7455,1.4617,,,,,0.17404925593943085,0.684134911404529,,,
1993-04-01,10637.847,6811.522,3.1563845050215145,3.404237829,65.0423,,,,75.2270644112991,,,12.6,,269301.6,,2.6,1.013127,77.40916,,5.7202,1.5447,,,,,0.17481906227054997,0.6473748948015796,,,
1993-05-01,,,3.2211882605583497,3.532736691,64.8006,,,,,,,14.0,,,,2.3,1.025245,77.93575,,5.7392,1.5477,,,,,0.17424031223863953,0.6461200491051237,,,
1993-06-01,,,2.9978586723768963,3.569326945,64.9476,,,,,,,15.1,,,,2.2,0.9260269,77.51448,,5.7504,1.5082,,,,,0.17390094602114636,0.6630420368651373,,,
1993-07-01,10688.606,6887.329,2.8469750889679624,3.422616714,65.1142,,,,75.2603949670861,,,16.2,,271423.3,,2.3,0.961795,78.14639,,5.7756,1.4955,,,,,0.1731421843617979,0.6686726847208291,,,
1993-08-01,,,2.840909090909083,3.508810757,65.0421,,,,,,,16.4,,,,2.6,1.374133,78.35703000000001,,5.7906,1.4914,,,,,0.17269367595758642,0.670510929328148,,,
1993-09-01,,,2.7639971651311157,3.642383692,65.3749,,,,,,,15.7,,,,2.7,1.397361,78.67299,,5.8015,1.5248,,,,,0.17236921485822632,0.6558237145855195,,,
1993-10-01,10833.987,6947.788,2.752293577981657,3.424737275,65.863,,,,75.9270060828264,,,15.9,,273224.8,,2.4,1.174106,78.88362,,5.8013,1.5023,,,,,0.17237515729233102,0.6656460094521733,,,
1993-11-01,,,2.7445460942997935,3.436277096,66.1696,,,,,,,16.7,,,,2.1,1.3951049999999998,79.62085,,5.8086,1.4808,,,,,0.17215852356850186,0.6753106428957321,,,
1993-12-01,,,2.8109627547435068,3.548475916,66.5531,,,,,,,18.8,,,,2.3,2.069528,79.83149,,5.821,1.4913,,,,,0.17179178835251677,0.670555890833501,,,
1994-01-01,10939.116,7027.255,2.450980392156854,3.375759896,66.7591,,,,76.8602616448629,4256331.0,6028672.52103325,21.1,,276437.1,,2.6,2.601623,80.35809,,8.7219,1.4923,,,,,0.11465391715107948,0.6701065469409636,,,
1994-02-01,,,2.515723270440251,3.415920384,66.8019,,,,,,,23.2,,,,2.4,2.686742,80.56872,,8.7249,1.4792,,,,,0.11461449414893007,0.6760411032990805,,,
1994-03-01,,,2.6517794836008246,3.570150943,67.4704,,,,,,,22.4,,,,2.2,2.721868,80.88467,,8.7241,1.4919,,,,,0.11462500429843767,0.6702862122126148,,,
1994-04-01,11087.361,7081.931,2.364394993045882,3.354397547,67.8707,,,,78.7601033247229,,,21.7,,279663.0,,2.4,2.711003,81.93786,,8.7251,1.4823,,,,,0.11461186691270014,0.6746272684341902,,,
1994-05-01,,,2.288488210818307,3.225532887,68.187,,,,,,,21.3,,,,2.4,2.663057,82.99105,,8.6859,1.5042,,,,,0.11512911730505762,0.6648052120728627,,,
1994-06-01,,,2.494802494802495,3.194738495,68.645,,,,,,,22.6,,,,2.3,2.673334,82.04318,,8.6836,1.5262,,,,,0.11515961122115251,0.6552221202987812,,,
1994-07-01,11152.176,7135.93,2.69896193771626,3.233880147,68.7317,,,,79.5600366636114,,,24.0,,282859.0,,2.1,2.350084,82.46445,,8.6605,1.5467,,,,,0.11546677443565613,0.6465377901338334,,,
1994-08-01,,,2.900552486187835,3.306714086,69.1882,,,,,,,25.8,,,,2.2,2.227913,82.78041,,8.6072,1.5422,,,,,0.11618180128264707,0.6484243288808196,,,
1994-09-01,,,2.965517241379323,3.254281644,69.3935,,,,,,,27.3,,,,1.9,2.075182,83.51764,,8.5581,1.5661,,,,,0.11684836587560324,0.6385288295766554,,,
1994-10-01,11279.932,7213.079,2.609890109890123,3.164264289,69.9576,,,,81.4932088992584,,,27.7,,284574.6,,1.8,2.295867,83.72828,,8.5492,1.6064,,,,,0.11697000888972066,0.6225099601593626,,,
1994-11-01,,,2.602739726027403,3.128282179,70.4288,,,,,,,27.5,,,,2.1,2.449334,83.62295999999999,,8.537,1.5892,,,,,0.11713716762328685,0.6292474200855777,,,
1994-12-01,,,2.597402597402576,2.901446577,71.1273,,,,,,,25.5,,,,2.2,2.730762,84.46551,,8.5033,1.5587,,,,,0.11760140180870957,0.6415602745877975,,,
1995-01-01,11319.951,7231.032,2.8708133971291794,3.144200833,71.2635,1835946.8,955880211959.22,,81.7931839013416,4657186.5,6551934.98472885,24.1,,284908.8,200896000000.0,2.4,3.056699,82.99105,,8.4608,1.5746,,,,,0.11819213313161875,0.6350819255683984,,,
1995-02-01,,,2.862985685071595,3.124100115,71.1758,,,,,,,22.4,,,,2.3,3.121573,83.09637,,8.4553,1.572,,,,,0.11826901470083853,0.6361323155216285,,,
1995-03-01,,,2.7872195785180187,3.167481169,71.2796,,,,,,,21.3,,,,2.4,3.181041,83.41232,,8.4483,1.6002,,,,,0.11836700874732195,0.6249218847644045,,,
1995-04-01,11353.721,7294.424,3.125000000000022,3.306684647,71.1538,1846645.9,965550627605.2,,82.1931505707858,,,20.7,,285982.3,202301000000.0,2.3,3.374003,84.04424,,8.4421,1.6073,,,,,0.11845393918574762,0.6221613886642196,,,
1995-05-01,,,3.1186440677966054,3.355294523,71.4997,,,,,,,20.3,,,,2.6,3.332749,83.93890999999999,,8.337,1.5874,,,,,0.11994722322178242,0.6299609424215699,,,
1995-06-01,,,3.0425963488843744,3.332283478,71.7327,,,,,,,18.9,,,,2.7,3.661338,83.41232,,8.3206,1.5948,,,,,0.12018364060284113,0.6270378730875344,,,
1995-07-01,11450.31,7360.529,2.8301886792452713,3.386948974,71.4334,1853176.7,966245054472.18,,82.1264894592118,,,16.7,,288712.8,203103000000.0,2.8,3.691119,83.93890999999999,,8.3207,1.5952,,,,,0.12018219620945353,0.6268806419257773,,,
1995-08-01,,,2.6174496644295386,3.23814109,72.3723,,,,,,,14.5,,,,2.7,3.631887,84.04424,,8.3253,1.5668,,,,,0.12011579162312469,0.6382435537401072,,,
1995-09-01,,,2.54521098459477,3.351697522,72.6543,,,,,,,13.2,,,,3.0,3.803411,84.36019,,8.3374,1.559,,,,,0.11994146856334108,0.6414368184733804,,,
1995-10-01,11528.067,7411.873,2.7443105756358666,3.46411606,72.5336,1859801.2,968571545848.84,,81.9265061244896,,,12.1,,289250.3,205587000000.0,3.0,3.09092,84.04424,,8.3353,1.5779,,,,,0.11997168668194307,0.6337537233031244,,,
1995-11-01,,,2.603471295060067,3.37996065,72.717,,,,,,,11.2,,,,2.9,3.035745,84.46551,,8.3334,1.5625,,,,,0.11999904000767996,0.64,,,
1995-12-01,,,2.5316455696202667,3.379829487,72.9638,,,,,,,10.1,,,,3.1,2.979237,84.9921,,8.335,1.5405,,,,,0.11997600479904018,0.6491398896462187,,,
1996-01-01,11614.418,7480.231,2.7906976744185963,3.277075064,72.5712,1861982.3,978468502535.9,,81.6931922339805,4990733.0,7251524.55984485,9.0,,290923.9,207967000000.0,2.9,2.672618,84.57082,,8.3384,1.5288,,,,,0.1199270843327257,0.6541077969649398,,,
1996-02-01,,,2.717031146454607,3.259936249,73.6207,,,,,,,9.3,,,,3.0,2.510669,85.20274,,8.3338,1.536,,,,,0.11999328037629893,0.6510416666666666,,,
1996-03-01,,,2.8439153439153486,3.134500987,73.5141,,,,,,,9.8,,,,3.0,2.568544,85.30806,,8.3495,1.5271,,,,,0.11976765075753038,0.6548359635911205,,,
1996-04-01,11808.14,7560.702,2.832674571805005,3.004778103,74.2491,1875529.8,981255016404.8,,81.5932005666195,,,9.7,,291933.9,209209000000.0,2.8,1.877855,84.25487,,8.3515,1.516,,,,,0.11973896904747651,0.6596306068601583,,,
1996-05-01,,,2.827087442472065,3.047772222,74.8142,,,,,,,8.9,,,,2.8,1.919064,84.88678,,8.3479,1.5152,,,,,0.11979060602067587,0.6599788806758183,,,
1996-06-01,,,2.8215223097112663,3.051784638,75.3726,,,,,,,8.6,,,,2.8,1.752707,84.36019,,8.3424,1.5416,,,,,0.11986958189489835,0.6486766995329527,,,
1996-07-01,11914.063,7606.475,2.8833551769331667,3.087421545,75.3738,1884477.0,987024450964.96,,81.8598450129156,,,8.3,,295311.4,211040000000.0,2.7,1.6863400000000002,84.25487,,8.3409,1.553,,,,,0.1198911388459279,0.6439150032195751,,,
1996-08-01,,,2.8122956180510084,3.083473301,75.7557,,,,,,,8.1,,,,2.7,1.723598,84.88678,,8.3379,1.5499,,,,,0.11993427601674284,0.6452029163171817,,,
1996-09-01,,,3.0045721750489918,3.063090207,76.2302,,,,,,,7.4,,,,2.7,1.807791,85.41338,,8.3341,1.5593,,,,,0.11998896101558658,0.6413134098634002,,,
1996-10-01,12037.775,7667.062,3.0618892508143203,2.943741816,76.2157,1893765.6,987911375457.0,,82.2264811265728,,,7.0,,299309.0,213979000000.0,3.0,2.365533,85.30806,,8.3299,1.5863,,,,,0.1200494603776756,0.6303977809998108,,,
1996-11-01,,,3.2530904359141077,2.980390413,76.8973,,,,,,,6.9,,,,3.1,2.44743,85.83465,,8.3294,1.6623,,,,,0.12005666674670445,0.601576129459183,,,
1996-12-01,,,3.378817413905133,3.05642197,77.3772,,,,,,,7.0,,,,2.8,2.447907,86.1506,,8.329,1.6639,,,,,0.12006243246488173,0.6009976561091412,,,
1997-01-01,12115.472,7747.88,3.0381383322559907,2.91241515,77.5135,1898477.7,991826475594.26,2.2017045454545414,83.2263978001833,5274995.0,7743083.72015709,5.9,,305004.5,217903000000.0,2.6,2.057613,86.1506,,8.326,1.6585,,,,,0.12010569300984866,0.6029544769369912,,,
1997-02-01,,,3.0322580645161246,2.802464903,78.4255,,,1.9799179748267726,,,,5.6,,,,2.4,1.909959,86.46656,,8.3227,1.6256,,,,,0.12015331563074484,0.6151574803149606,,,
1997-03-01,,,2.7652733118971096,2.854608076,78.9197,,,1.6758203069990207,,,,4.0,,,,2.2,2.038043,85.20274,,8.3258,1.6096,,,,,0.12010857815465181,0.621272365805169,,,
1997-04-01,12317.221,7782.76,2.434336963484962,2.910920374,78.9848,1921563.9,998574657410.15,1.461906100646626,84.9262561453212,,,3.2,,307689.0,220511000000.0,2.1,1.891892,87.30911,,8.3257,1.6293,,,,,0.1201100207790336,0.6137605106487448,,,
1997-05-01,,,2.237851662404089,2.870203143,79.4296,,,1.48625911385305,,,,2.8,,,,2.1,1.886792,86.99316,,8.3229,1.6322,,,,,0.12015042833627701,0.6126700159294204,,,
1997-06-01,,,2.233567326100827,2.828445596,79.7971,,,1.514089443431943,,,,2.8,,,,2.1,1.7496630000000002,87.20379,,8.3224,1.6449,,,,,0.12015764683264443,0.6079396923825157,,,
1997-07-01,12471.01,7915.359,2.165605095541401,2.752239262,80.4666,1937307.9,1003791354263.6,1.6126770438928517,86.2594783768019,,,2.7,,309854.9,223451000000.0,2.4,1.759134,88.99421,,8.3162,1.6694,,,,,0.12024722830138765,0.5990176111177669,,,
1997-08-01,,,2.2900763358778775,2.653670773,81.2825,,,1.8380805387961274,,,,1.9,,,,2.3,1.886792,87.94102,,8.3187,1.6035,,,,,0.1202110906752257,0.6236357966947303,,,
1997-09-01,,,2.21940393151554,2.544804261,82.0327,,,1.6937290033594676,,,,1.8,,,,2.2,1.7402939999999998,88.46761,,8.3171,1.6013,,,,,0.12023421625326135,0.6244925997626928,,,
1997-10-01,12577.495,8009.964,2.0859671302149163,2.618900715,82.7656,1958949.4,1017161249204.2,1.6359060402684644,87.4927089409216,,,1.5,,313513.8,225881000000.0,2.2,1.737968,89.5208,,8.3135,1.633,,,,,0.12028628134961208,0.612369871402327,,,
1997-11-01,,,1.8903591682419618,2.548580799,83.427,,,1.7614986718859305,,,,1.1,,,,2.1,2.00267,89.62612,,8.3109,1.6889,,,,,0.120323911971026,0.5921013677541594,,,
1997-12-01,,,1.6970458830924073,2.621535622,83.784,,,1.603234351038596,,,,0.4,,,,1.9,1.864181,89.83675,,8.3099,1.6597,,,,,0.12033839155705844,0.6025185274447189,,,
1998-01-01,12703.742,8090.987,1.6311166875784044,2.673178027,84.1564,1971964.7,1021731007023.9,1.2091730368311238,88.5592867261062,5305999.5,8445030.20108297,0.3,,316365.0,227640000000.0,1.8,1.747312,89.83675,,8.3094,1.635,,,,,0.12034563265699087,0.6116207951070336,,,
1998-02-01,,,1.440200375704448,2.691552555,84.3066,,,1.2342254888364934,,,,-1.0,,,,1.8,1.7402939999999998,90.67931,,8.3072,1.6408,,,,,0.12037750385208013,0.6094588005850804,,,
1998-03-01,,,1.3767209011263937,2.672304266,84.342,,,1.2465373961218829,,,,0.7,,,,1.9,1.59787,91.31122,,8.3076,1.6619,,,,,0.12037170783379074,0.6017209218364523,,,
1998-04-01,12821.339,8233.463,1.4383989993745905,2.640497846,84.6339,1980508.2,1027877827612.6,1.5239678581324467,89.0592450629114,,,-0.3,,319304.0,229754000000.0,2.1,1.591512,91.73249,,8.3058,1.6723,,,,,0.1203977943124082,0.5979788315493632,,,
1998-05-01,,,1.6885553470919357,2.611332031,85.1867,,,1.450676982591892,,,,-1.0,,,,2.2,1.719577,90.99526,,8.3084,1.6382,,,,,0.12036011747147464,0.6104260774020266,,,
1998-06-01,,,1.6229712858926382,2.600204475,84.6809,,,1.4638862035630362,,,,-1.3,,,,1.9,1.587302,91.31122,,8.31,1.6504,,,,,0.12033694344163658,0.6059137178865729,,,
1998-07-01,12982.752,8340.831,1.74563591022443,2.603335947,84.3445,1991675.5,1039667655985.9,1.3938724813690406,89.0925756186985,,,-1.4,,321564.6,233527000000.0,1.7,1.329787,90.99526,,8.31,1.6437,,,,,0.12033694344163658,0.6083835249741437,,,
1998-08-01,,,1.6169154228855787,2.633982138,86.0816,,,1.2537889225681997,,,,-1.4,,,,1.6,1.190476,91.52185,,8.31,1.6342,,,,,0.12033694344163658,0.611920205605189,,,
1998-09-01,,,1.4267990074441794,2.594217982,86.0023,,,1.12869924294563,,,,-1.5,,,,1.7,1.447368,91.83781,,8.3055,1.6823,,,,,0.1204021431581482,0.5944243000653867,,,
1998-10-01,13191.67,8461.33,1.4860681114551078,2.535056337,86.591,1994558.8,1049299957898.2,1.045535837116529,88.5592867261062,,,-1.1,,324659.0,233433000000.0,1.6,1.182654,91.83781,,8.2778,1.6944,,,,,0.12080504481867164,0.5901794145420208,,,
1998-11-01,,,1.4842300556586308,2.523581703,86.5115,,,0.9067179557631588,,,,-1.2,,,,1.7,1.04712,92.04845,,8.2778,1.6611,,,,,0.12080504481867164,0.6020107157907411,,,
1998-12-01,,,1.606922126081578,2.437823,86.8615,,,0.8369923161361204,,,,-1.0,,,,1.9,1.1764709999999998,92.3644,,8.278,1.6708,,,,,0.12080212611741965,0.5985156811108451,,,
1999-01-01,13315.597,8548.235,1.6666666666666607,2.383116,87.2205,2015012.6,1055386869963.9,0.8514144465806117,88.7592700608283,5573186.0,9439124.05463891,-1.2,117.9,326569.6,235783000000.0,2.0,1.1889040000000002,93.73354,1.1591,8.2789,1.6498,,,,0.862738331464067,0.12078899370689343,0.606134076857801,,,
1999-02-01,,,1.6666666666666607,2.316234,87.726,,,0.8356164383561682,,,,-1.3,102.1,,,1.9,1.052632,93.83886,1.1203,8.2781,1.6276,,,0.6904,0.8926180487369454,0.12080066681968084,0.6144015728680265,,,1.4484356894553883
1999-03-01,,,1.7283950617283939,2.237507,87.9125,,,1.0259917920656614,,,,-1.8,109.0,,,2.1,0.9174312,94.78673,1.0886,8.2792,1.6213,,,0.6829,0.9186110600771633,0.1207846168711953,0.6167889964843027,,,1.464343242055938
1999-04-01,13426.748,8679.143,2.281134401972884,2.226592,88.1082,2025735.5,1062897066220.6,1.1326419213973704,89.3925506207816,,,-1.3,109.1,327139.4,240289000000.0,2.0,0.9138381,94.5761,1.0701,8.2792,1.6089,,,0.669,0.9344921035417251,0.1207846168711953,0.6215426689042203,,,1.4947683109118086
1999-05-01,,,2.091020910209096,2.153318,88.6483,,,0.9941440827999415,,,,-2.2,108.9,,,1.7,0.7802340999999999,95.52396,1.063,8.2785,1.6154,,,0.6571,0.9407337723424272,0.12079482998127682,0.619041723412158,,,1.5218383807639628
1999-06-01,,,1.9656019656019597,2.070264,88.5903,,,0.9391588403429907,,,,-2.68,109.1,,,1.8,0.9114583,95.31332,1.0377,8.278,1.595,,,0.6505,0.9636696540425941,0.12080212611741965,0.6269592476489029,,,1.5372790161414298
1999-07-01,13604.771,8776.715,2.1446078431372584,2.111144,89.1098,2050098.7,1073767636980.4,1.0752688172043001,90.7924339638364,,,-1.4,109.3,332754.9,242826000000.0,1.7,0.7874015999999999,96.26119,1.037,8.2776,1.5751,,,0.6502,0.9643201542912248,0.12080796366096454,0.6348803250587265,,,1.5379883112888342
1999-08-01,,,2.2643818849449104,2.094839,89.5007,,,1.1702272418016024,,,,-1.7,109.5,,,1.6,0.6535948,96.99842,1.0605,8.2772,1.6058,,,0.6598,0.9429514380009429,0.12081380176871405,0.6227425582264292,,,1.5156107911488328
1999-09-01,,,2.629969418960254,2.070746,89.1304,,,1.3066557778685262,,,,-0.8,108.2,,,1.6,0.5188068,97.52502,1.0497,8.2774,1.6247,,,0.6593,0.9526531389920929,0.1208108826443086,0.6154982458299993,,,1.5167602002123464
1999-10-01,13827.98,8905.093,2.56253813300793,2.04962,90.2709,2073205.4,1082167237861.4,1.3886997957794467,92.3923006416132,,,-0.6,107.0,337668.8,244583000000.0,1.5,0.5194805,96.8931,1.0706,8.2775,1.6572,,,0.6499,0.9340556697179152,0.12080942313500453,0.6034274680183442,,,1.5386982612709648
1999-11-01,,,2.6203534430225606,2.147821,90.7528,,,1.5248468345813393,,,,-0.9,107.6,,,1.5,0.388601,97.63033,1.0328,8.2782,1.6205,,,0.6413,0.9682416731216112,0.12079920755719842,0.617093489663684,,,1.559332605644784
1999-12-01,,,2.676399026763998,2.167848,91.4784,,,1.8233773302490208,,,,-1.0,107.4,,,1.5,0.2583978999999999,96.36651,1.011,8.2794,1.6132,,,0.6304,0.9891196834817014,0.12078169915694373,0.6198859409868585,,,1.586294416243655
2000-01-01,13878.147,9039.743,2.792956891317555,2.335519,91.4092,2098966.5,1092158224929.9,1.9335511982570885,92.9589200899925,5962253.0,10498699.2785005,-0.2,108.9,340388.0,248034000000.0,1.2,0.0,97.20906,1.0131,8.2792,1.6404,,,0.6217,0.9870693909781859,0.1207846168711953,0.60960741282614,,,1.608492842206852
2000-02-01,,,3.2179720704310855,2.379221,91.7245,,,2.0241814970791916,,,,0.7,112.0,,,1.2,0.1302083,97.52502,0.9834,8.2781,1.6,,8.037,0.602,1.016880211511084,0.12080066681968084,0.625,,0.12442453651860146,1.6611295681063123
2000-03-01,,,3.762135922330101,2.483286,92.083,,,2.0582261340555297,,,,-0.2,111.9,,,1.0,0.1298701,97.20906,0.9643,8.2786,1.5799,,8.0014,0.6123,1.0370216737529814,0.1207933708598072,0.6329514526235838,,0.1249781288274552,1.6331863465621428
2000-04-01,14130.908,9124.152,3.013863773357439,2.409239,92.6659,2117422.9,1099081450277.5,1.8081230603157472,95.0587451045746,,,-0.3,111.4,342450.6,250654000000.0,0.9,0.0,96.99842,0.9449,8.2793,1.5823,,7.907,0.5985,1.0583130489998942,0.12078315799644898,0.6319914049168931,,0.12647021626406982,1.670843776106934
2000-05-01,,,3.1325301204819134,2.558647,92.9347,,,1.860841423948223,,,,0.1,111.5,,,1.0,0.0,97.31438,0.9059,8.2781,1.509,,7.5197,0.5794,1.1038745998454575,0.12080066681968084,0.6626905235255136,,0.13298402861816294,1.7259233690024163
2000-06-01,,,3.7349397590361377,2.701492,93.0018,,,2.2114347357065745,,,,0.5,112.2,,,1.2,-0.1290323,97.84097,0.9505,8.2772,1.5092,,7.7224,0.624,1.0520778537611783,0.12081380176871405,0.6626027034190299,,0.12949342173417588,1.6025641025641026
2000-07-01,14145.312,9211.569,3.5992801439711952,2.71297,92.8373,2130003.3,1103016754240.5,2.1680581739833116,95.825347887676,,,0.5,112.8,343455.4,253694000000.0,1.2,-0.1302083,97.20906,0.9386,8.2794,1.5076,,7.9095,0.6323,1.0654165778819518,0.12078169915694373,0.6633059166887768,,0.12643024211391365,1.5815277558121146
2000-08-01,,,3.3512866546977715,2.874818,92.591,,,2.1250840618695532,,,,0.3,112.8,,,1.0,0.0,98.47288,0.9045,8.2796,1.4889,,7.6678,0.6172,1.105583195135434,0.12077878158365138,0.6716367788300088,,0.13041550379509118,1.6202203499675956
2000-09-01,,,3.45649582836709,2.897082,92.9827,,,2.458686013704159,,,,0.0,112.0,,,1.3,0.1290323,98.15692,0.8695,8.2785,1.4336,,7.3682,0.6135,1.1500862564692351,0.12079482998127682,0.6975446428571429,,0.13571835726500367,1.6299918500407498
2000-10-01,14229.765,9292.05,3.4503271861986873,2.919941,92.64,2143463.7,1105032486359.8,2.4573653820330277,96.9585867844346,,,0.0,111.4,344266.6,256171000000.0,1.4,0.2583978999999999,98.36756,0.8525,8.2785,1.4506,,7.2548,0.5967,1.1730205278592374,0.12079482998127682,0.6893699158968704,,0.1378397750454871,1.6758840288252053
2000-11-01,,,3.444180522565321,2.870145,92.6604,,,2.534531312860411,,,,1.3,110.6,,,1.5,0.2580645,99.21011,0.8552,8.2774,1.4258,,7.0801,0.5912,1.1693171188026192,0.1208108826443086,0.7013606396409033,,0.14124094292453496,1.6914749661705009
2000-12-01,,,3.4360189573459543,2.972089,92.3457,,,2.565815849258324,,,,0.4,110.4,,,1.2,0.2577319,101.3165,0.8983,8.2771,1.4629,,7.23,0.6095,1.1132138483802738,0.120815261383818,0.6835737234260715,,0.1383125864453665,1.6406890894175552
2001-01-01,14183.12,9325.751,3.7212049616065945,2.878468,91.8908,2164992.7,1117577254850.9,2.0972481966337275,96.9919173402216,6370915.0,11207017.6150089,1.2,102.3,348277.2,256630000000.0,1.2,0.5221932,101.0005,0.9376,8.2776,1.4775,,7.7017,0.6241,1.0665529010238908,0.12080796366096454,0.676818950930626,,0.1298414635729774,1.602307322544464
2001-02-01,,,3.529411764705892,2.979742,91.2851,,,2.077230359520632,,,,0.0,119.0,,,1.2,0.390117,101.1058,0.9205,8.2771,1.4525,,7.7853,0.6371,1.0863661053775122,0.120815261383818,0.6884681583476765,,0.12844720177770927,1.5696123057604772
2001-03-01,,,2.9824561403508643,2.961886,91.0585,,,2.255539339259638,,,,0.8,112.1,,,1.3,0.5188068,101.9484,0.9083,8.2775,1.4445,,7.672,0.6392,1.100957833314984,0.12080942313500453,0.6922810661128419,,0.13034410844629823,1.5644555694618274
2001-04-01,14271.694,9344.486,3.2182562902282053,3.091112,90.7384,2167193.6,1119157845149.1,2.7700463883366444,96.0919923339722,,,1.6,111.5,350966.9,258169000000.0,1.5,0.7761967,102.475,0.8925,8.2771,1.4348,,7.3102,0.6192,1.1204481792717087,0.120815261383818,0.6969612489545581,,0.13679516292303903,1.6149870801033592
2001-05-01,,,3.5630841121495394,3.07401,90.2607,,,3.1241726237754897,,,,1.7,110.2,,,1.9,1.032258,101.9484,0.8753,8.277,1.4265,,7.3467,0.6195,1.1424654404204273,0.12081672103419114,0.7010164738871363,,0.13611553486599426,1.6142050040355125
